school_name,total_enrollment,percent_students_with_disabilities,percent_english_learners,percent_poverty
P.S. 209 Margaret Mead,714.2,26.520000000000003,17.82,79.2
P.S. 21 Margaret Emery-Elm Park,398.0,34.72,18.14,76.52000000000002
P.S. 211,616.8,20.840000000000003,23.98,94.36
P.S. 212,631.3,15.7,17.389999999999993,74.13000000000002
P.S. 212 Lady Deborah Moody,691.4,22.56,18.4,85.9
P.S. 212 Midtown West,364.6,14.04,2.76,21.62
P.S. 213 New Lots,362.4,19.26,7.56,92.54
P.S. 213 The Carl Ullman School,454.0,10.72,10.18,51.7
P.S. 214,1059.6,18.28,10.98,91.26
P.S. 214 Cadwallader Colden,531.4,14.080000000000002,15.8,78.97999999999998
P.S. 214 Michael Friedsam,958.6,15.1,13.94,73.3
P.S. 215 Morris H. Weiss,929.2,13.52,16.580000000000002,69.9
P.S. 216 Arturo Toscanini,691.6,13.1,15.34,74.34
P.S. 217 Colonel David Marcus School,1231.2,14.3,24.08,68.06
P.S. 219 Kennedy-King,550.4,22.380000000000006,6.88,73.38000000000002
P.S. 219 Paul Klapper,651.0,24.6,16.0,74.9
P.S. 220 Edward Mandel,701.2,13.8,18.56,75.02000000000002
P.S. 221 The North Hills School,634.8,13.46,6.38,39.28
P.S. 221 Toussaint L'Ouverture,385.4,20.08,5.14,88.28
P.S. 222 Katherine R. Snyder,895.2,22.380000000000006,6.4,52.76000000000001
P.S. 223 Lyndon B. Johnson,609.2,21.24,4.2799999999999985,92.66
P.S. 224 Hale A. Woodruff,491.2,23.26,5.7200000000000015,93.24
P.S. 226,496.2,17.72,23.62,96.9
P.S. 226 Alfred De B.Mason,1017.6,17.72,20.640000000000004,85.3
P.S. 228 Early Childhood Magnet School of the Arts,342.6,21.3,46.38,90.0
P.S. 229 Dyker,1201.4,14.179999999999998,10.52,55.86
P.S. 229 Emanuel Kaplan,1467.6,20.5,7.979999999999999,68.82000000000001
P.S. 230 Doris L. Cohen,1249.2,17.139999999999993,30.22,65.46000000000001
P.S. 232 Lindenwood,1041.8,16.939999999999998,3.5200000000000005,58.98
P.S. 233 Langston Hughes,503.6,17.86,2.8600000000000003,87.85999999999999
P.S. 234,589.4,15.72,21.06,83.66
P.S. 234 Independence School,708.6,17.720000000000006,1.62,5.6800000000000015
P.S. 235 Janice Marie Knight School,1259.6,7.74,1.2600000000000002,74.47999999999998
P.S. 236 Langston Hughes,343.4,26.32,11.98,97.56
P.S. 236 Mill Basin,560.0,13.78,5.62,44.44
P.S. 238 Anne Sullivan,579.0,22.9,28.08,74.34
P.S. 239,621.4,23.4,27.46,94.34
P.S. 241 Emma L. Johnston,571.4,11.04,8.64,87.97999999999998
P.S. 242 - The Young Diplomats Magnet Academy,203.0,30.26,6.6400000000000015,88.66
P.S. 242 Leonard P. Stavisky Early Childhood Schoo,394.4,14.34,31.879999999999995,71.24
P.S. 243K- The Weeksville School,259.4,26.2,3.04,95.29999999999998
P.S. 244 Richard R. Green,602.0,22.98,3.16,82.91999999999999
P.S. 245,304.8,20.96,12.14,94.22
P.S. 246 Poe Center,735.4,21.7,29.94,93.44
P.S. 247 Brooklyn,832.2,17.12,25.14,57.67999999999999
P.S. 249 The Caton,895.2,16.639999999999993,23.94,70.38
P.S. 250 George H. Lindsay,632.4,13.66,12.54,69.4
P.S. 251 Paerdegat,573.2,19.880000000000006,6.120000000000001,67.3
P.S. 251 Queens,339.4,19.74,0.3,75.32
P.S. 253,715.2,19.51,25.28,84.57000000000002
P.S. 254 - The Rosa Parks School,658.8,14.0,10.34,83.4
P.S. 254 Dag Hammarskjold,758.6,10.74,18.22,60.06
P.S. 255 Barbara Reing School,922.2,16.619999999999994,20.42,76.16
P.S. 256 Benjamin Banneker,294.0,19.04,9.56,96.36
P.S. 257 John F. Hylan,658.6,28.26,14.839999999999998,75.73999999999998
P.S. 261 Philip Livingston,798.4,19.84,5.6,40.44000000000001
P.S. 262 El Hajj Malik El Shabazz Elementary Schoo,393.6,19.04,3.18,92.9
P.S. 264 Bay Ridge Elementary School For The Arts,458.4,21.26,14.18,67.2
P.S. 268 Emma Lazarus,426.6,14.3,6.24,89.46000000000002
P.S. 269 Nostrand,363.0,23.76,18.9,73.05999999999997
P.S. 270 Johann DeKalb,138.6,25.36,7.8000000000000025,92.48
P.S. 272 Curtis Estabrook,507.6,26.02,3.18,90.44
P.S. 273,325.8,16.080000000000002,11.4,94.86
P.S. 273 Wortman,347.4,25.68,2.3200000000000003,77.82000000000002
P.S. 274 Kosciusko,499.6,14.839999999999998,21.52,97.32
P.S. 276 Louis Marshall,695.2,17.1,8.9,82.2
P.S. 277,459.2,20.04,15.88,95.34
P.S. 277 Gerritsen Beach,442.8,20.22,5.3,47.68
"P.S. 279 Captain Manuel Rivera, Jr.",1086.2,20.08,29.52,95.52
P.S. 279 Herman Schreiber,478.2,12.52,3.1,83.26
P.S. 28 - The Thomas Emanuel Early Childhood Cente,532.0,21.92,62.52,72.1
P.S. 280,634.0,15.439999999999998,43.92,96.06
P.S. 282 Park Slope,877.8,15.160000000000002,3.28,61.25999999999999
P.S. 287 Bailey K. Ashford,198.2,23.44,3.98,93.02
P.S. 288 The Shirley Tanyhill,579.8,27.160000000000004,7.219999999999999,86.85999999999999
P.S. 289 George V. Brower,429.4,26.02,6.8,76.74
P.S. 290 Juan Morel Campos,562.8,18.28,19.9,95.73999999999998
P.S. 290 Manhattan New School,634.2,14.779999999999998,3.7,10.78
P.S. 291,669.8,16.580000000000002,24.52,98.94
P.S. 295,487.0,26.7,15.779999999999998,42.88
P.S. 297 Abraham Stockton,246.6,23.58,9.76,85.08
P.S. 298 Dr. Betty Shabazz,252.6,23.6,7.160000000000001,98.24
P.S. 299 Thomas Warren Field,323.8,21.76,16.08,95.94
P.S. 3 Raul Julia Micro Society,345.2,21.34,11.68,95.5
P.S. 304 Early Childhood School,527.0,19.94,1.5,70.62
P.S. 305 Dr. Peter Ray,175.2,22.4,10.3,93.62
P.S. 306,736.6,22.48,16.28,81.91999999999999
P.S. 306 Ethan Allen,539.4,32.42,2.3,87.7
P.S. 307 Daniel Hale Williams,382.4,33.660000000000004,2.46,80.9
P.S. 308 Clara Cardwell,372.6,27.660000000000004,4.98,88.34
P.S. 309 The George E. Wibecan Preparatory Academy,240.0,28.6,8.3,84.02000000000002
P.S. 310 Marble Hill,779.8,17.08,16.52,97.08
P.S. 312 Bergen Beach,859.2,18.18,3.98,52.3
P.S. 315 Lab School,270.4,21.84,16.759999999999998,96.2
P.S. 316 Elijah Stroud,425.0,18.82,3.5200000000000005,76.84
P.S. 319,138.6,13.48,19.98,70.94000000000003
P.S. 321 William Penn,1456.8,13.94,1.94,7.68
P.S. 326,206.2,21.22,16.880000000000006,82.36
P.S. 327 Dr. Rose B. English,497.4,23.46,7.6400000000000015,91.16
P.S. 328 Phyllis Wheatley,307.0,25.380000000000006,15.64,98.42
P.S. 329 Surfside,434.0,22.880000000000006,3.18,94.78
P.S. 330,551.8,18.68,27.32,95.02
P.S. 333 Manhattan School for Children,756.2,18.82,1.6,16.96
P.S. 335 Granville T. Woods,306.4,21.14,4.3,89.92
P.S. 340,650.0,25.76,26.2,85.54
P.S. 345 Patrolman Robert Bolden,628.2,15.960000000000004,14.48,77.88
P.S. 346 Abe Stark,634.8,20.22,1.84,83.52000000000002
P.S. 35 The Clove Valley School,381.6,20.02,3.0,37.58
P.S. 36,278.8,99.88,10.420000000000002,81.8
P.S. 360,356.5,16.537499999999998,8.924999999999997,84.67500000000003
P.S. 361 East Flatbush Early Childhood School,532.6,16.740000000000002,16.48,91.4
P.S. 368,241.8,97.23999999999998,10.1,81.61999999999998
P.S. 370,242.8,99.76,27.36,67.82000000000001
P.S. 371 - Lillian L. Rashkis,264.2,96.70000000000002,13.32,68.36
P.S. 372 -The Children's School,202.8,99.36,4.56,30.74
P.S. 373 - Brooklyn Transition Center,387.2,99.04,24.28,66.22
P.S. 375 Jackie Robinson School,456.2,25.84,23.9,92.56
P.S. 376,496.16666666666674,12.45,17.85,85.44999999999997
P.S. 377,141.0,12.1,4.3,68.8
P.S. 377 Alejandrina B. De Gautier,430.6,27.579999999999995,18.04,90.26
P.S. 38 Roberto Clemente,247.8,29.78,12.3,94.34
P.S. 380 John Wayne Elementary,624.6,24.46,21.92,73.3
P.S. 39 Francis J. Murphy Jr.,555.8,20.360000000000007,10.4,68.58
P.S. 396,360.8,27.68,21.46,91.26
P.S. 397 Foster-Laurie,261.6,16.68,11.32,89.67999999999998
P.S. 398 Walter Weaver,364.0,24.3,8.8,95.3
P.S. 399 Stanley Eugene Clark,471.2,10.1,8.540000000000001,95.42
P.S. 452,297.2,21.1,2.38,13.52
P.S. 5 Port Morris,740.8,22.32,22.78,94.64
P.S. 503: The School of Discovery,1077.6,21.26,55.65999999999999,96.36
P.S. 506: The School of Journalism & Technology,825.2,16.86,27.76,95.8
P.S. 527 - East Side School for Social Action,232.2,18.16,1.94,15.78
P.S. 536,417.8,17.14,21.9,90.66
P.S. 56 The Louis Desario School,654.6,27.48,0.96,39.26000000000001
P.S. 58 - The School of Heroes,1014.0,17.82,13.56,76.34
P.S. 583,115.0,10.4,12.2,85.2
P.S. 6 Corporal Allan F. Kivlehan School,639.6,27.54,2.76,38.040000000000006
P.S. 65 - The Raymond York Elementary School,485.0,17.48,9.06,60.34
P.S. 65 The Academy of Innovative Learning,409.6,22.44,3.04,59.42
P.S. 66,809.4,10.32,2.38,73.76
P.S. 69 Vincent D. Grippo School,839.0,11.499999999999998,54.36,97.1
P.S. 723,505.0,98.08,8.679999999999998,83.88
P.S. 74 Future Leaders Elementary School,308.4,31.62,26.46,90.52
P.S. 748 Brooklyn School for Global Scholars,558.2,12.24,15.16,66.11999999999999
P.S. 75 School of Research and Discovery,627.2,20.98,13.74,84.97999999999998
P.S. 77 Lower Lab School,352.0,11.6,0.06,5.159999999999998
P.S. 770 New American Academy,283.0,15.5,2.14,63.31999999999999
P.S. 78,747.0,30.440000000000005,7.8599999999999985,95.52
P.S. 8 Shirlee Solomon,570.4,21.08,1.7200000000000002,35.39999999999999
P.S. 81Q Jean Paul Richter,855.2,26.2,21.48,78.75999999999998
P.S. 889,82.0,7.3,11.0,75.6
P.S. 89,436.8,16.279999999999998,4.1,6.760000000000002
P.S. 9 Ryer Avenue Elementary School,857.4,20.28,29.34,87.67999999999998
P.S. 90 Edna Cohen School,650.0,16.800000000000004,16.52,77.32
P.S. 97 The Highlawn,821.0,17.119999999999994,26.2,58.81999999999999
P.S. K004,345.4,99.22,16.8,71.34
P.S. K053,440.8,99.78,23.56,72.26
P.S. K077,285.2,99.78,19.46,66.56
P.S. K134,559.2,14.86,22.040000000000006,72.52000000000002
P.S. K140,277.8,99.72,11.2,79.4
P.S. K141,370.8,99.62,19.18,75.51999999999998
P.S. K225 - The Eileen E. Zaglin,971.4,21.04,39.94000000000001,63.78
P.S. K231,344.8,99.88,27.520000000000003,70.64
P.S. K315,734.6,24.56,13.78,87.1
P.S. K369 - Coy L. Cox School,645.2,99.4,10.1,76.84
P.S. K396,296.4,99.74,19.58,80.72
P.S. K721 - Brooklyn Occupational Training Center,499.8,99.88,31.5,62.08
P.S. K753 - School for Career Development,227.8,96.74,8.919999999999998,78.64000000000001
P.S. K771,431.6,99.86,15.38,71.76
P.S. K811 Connie Lekas School,334.4,99.54,19.059999999999995,66.76
P.S. M079 - Horan School,254.0,99.6,37.14,71.04
P.S. M094,370.6,99.68,17.04,71.05999999999997
P.S. M169 - Robert F. Kennedy,341.6,99.34,12.6,82.18
P.S. M226,291.6,99.56,18.94,69.7
P.S. M721 - Manhattan Occupational Training Center,182.0,99.68,45.3,69.1
P.S. M811 - Mickey Mantle School,351.6,99.54,14.6,79.2
P.S. Q004,411.2,99.18,12.54,64.3
P.S. Q016 The Nancy DeBenedittis School,1678.8,17.4,44.32,74.12
P.S. Q023 @ Queens Children Center,320.8,83.96000000000002,5.000000000000001,72.02000000000002
P.S. Q086,953.4,16.839999999999996,31.34,64.58000000000001
P.S. Q177,496.6,99.84,21.82,58.5
P.S. Q222 - Fire Fighter Christopher A. Santora Sc,307.4,9.94,25.56,80.55999999999997
P.S. Q224,428.0,97.94,22.76,58.6
P.S. Q233,442.2,99.76,22.14,59.24
P.S. Q255,418.2,99.72,35.16,55.72000000000001
P.S. Q256,500.4,83.24000000000002,11.64,64.47999999999999
P.S. Q811,402.0,99.74,21.22,59.28
P.S. Q993,516.8,99.8,33.5,60.44000000000001
P.S. R037,371.2,99.22,5.58,65.34
P.S. R373,491.6,99.58,11.54,68.6
P.S. X010,513.8,99.76,18.92,78.42
P.S. X012 Lewis and Clark School,269.8,99.52,32.52,79.18
P.S. X014 Senator John Calandra,588.2,21.98,5.56,64.26
P.S. X015 Institute for Environmental Learning,506.6,20.48,7.340000000000002,74.06
P.S. X017,414.4,99.68,19.22,75.78
P.S. X037 - Multiple Intelligence School,641.0,25.84,15.38,77.64
P.S. X088 - S. Silverstein Little Sparrow School,183.6,17.18,18.04,85.10000000000002
P.S. X114 - Luis Llorens Torres Schools,809.6,19.58,33.11999999999999,97.7
P.S. X140 The Eagle School,651.4,20.96,10.72,91.46
P.S. X176,844.4,99.84,9.02,64.85999999999999
P.S. X188,473.8,98.56000000000002,22.78,76.08000000000001
P.S. X721 - Stephen McSweeney School,543.2,99.7,33.04,65.94000000000001
P.S. X811,632.0,99.78,31.7,70.74
P.S./ I.S. 155 Nicholas Herkimer,481.0,21.92,14.060000000000002,97.54
P.S./ IS 178 Holliswood,545.6,12.279999999999998,4.7,39.72000000000001
P.S./I.S. 045 Horace E. Greene,780.2,16.5,14.36,82.1
P.S./I.S. 087 Middle Village,584.8,25.660000000000004,7.24,64.56
P.S./I.S. 104 The Fort Hamilton School,1231.8,13.720000000000002,10.06,62.62000000000001
P.S./I.S. 113 Anthony J. Pranzo,939.6,14.24,3.96,63.54
P.S./I.S. 116 William C. Hughley,765.8,21.58,11.86,69.92
P.S./I.S. 137 Rachel Jean Mitchell,297.6,29.380000000000006,3.84,91.0
P.S./I.S. 157 The Benjamin Franklin Health & Scien,516.4,27.82,18.52,79.54
P.S./I.S. 187 Hudson Cliffs,795.6,16.54,7.12,46.64
P.S./I.S. 208,721.8,18.32,0.9200000000000002,54.92
P.S./I.S. 210 - Twenty-first Century Academy for C,444.8,22.02,34.36,92.76000000000002
P.S./I.S. 217 Roosevelt Island,574.0,12.18,9.94,35.8
P.S./I.S. 218 Rafael Hernandez Dual Language Magne,980.4,17.9,31.68,79.38
P.S./I.S. 224,360.6,26.340000000000003,26.96,98.28
P.S./I.S. 266,670.4,17.619999999999994,2.96,50.44
P.S./I.S. 268,602.8,14.579999999999998,9.72,82.32
P.S./I.S. 295,534.4,16.4,9.54,79.7
P.S./I.S. 30 Mary White Ovington,711.8,17.36,24.3,80.24000000000002
P.S./I.S. 323,479.2,18.0,2.9800000000000004,89.2
P.S./I.S. 54,492.4,19.8,26.22,98.0
P.S./I.S. 78Q,557.8,10.68,5.92,26.340000000000003
P.S./M.S 042 R. Vernam,682.2,25.7,3.8,95.24
P.S./M.S. 004 Crotona Park West,559.8,23.9,11.4,95.98
P.S./M.S. 029 Melrose School,761.6,22.84,14.560000000000002,95.52
P.S./M.S. 031 The William Lloyd Garrison,719.2,23.72,14.46,93.78
P.S./M.S. 114 Belle Harbor,658.8,22.2,0.52,21.96
P.S./M.S. 11X498 - VAN NEST ACADEMY,598.8,20.84,5.74,78.53999999999998
P.S./M.S. 138 Sunrise,789.6,17.3,4.64,78.72
P.S./M.S. 147 Ronald McNair,644.8,16.96,4.12,75.76
P.S./M.S. 194,1362.8,14.94,16.6,69.66
"P.S./M.S. 20 P.O.George J. Werdann, III",1092.4,25.380000000000006,20.36,94.12
P.S./M.S. 200 - The Pomonok School & STAR Academy,486.2,17.86,6.7200000000000015,72.68
P.S./M.S. 280 Mosholu Parkway,882.2,27.08,15.14,94.74
P186X Walter J. Damrosch School,626.2,99.38,28.3,81.44000000000003
P469X - The Bronx School for Continuous Learners,231.25,99.9,23.800000000000004,77.85000000000002
PAVE Academy Charter School,455.8,17.9,6.459999999999999,70.94
PROGRESS High School for Professional Careers,956.4,18.92,14.82,85.35999999999999
PS 80  The Thurgood Marshall Magnet School of Mult,549.8,24.4,2.3,80.48
Pace High School,473.4,15.760000000000002,1.78,79.14000000000001
Pan American International High School,414.4,3.16,83.82000000000002,90.68
Pan American International High School at Monroe,440.8,2.38,90.62,97.36
Park East High School,409.8,15.38,2.5,86.11999999999998
Park Slope Collegiate,517.4,22.28,9.24,73.32000000000002
Parkside Preparatory Academy,484.0,16.98,8.1,89.22
Passages Academy,320.6,55.72000000000001,8.1,96.54
Pathways College Preparatory School: A College Boa,588.4,15.44,3.06,75.8
Pathways in Technology Early College High School (,490.0,16.22,2.04,72.74
Pathways to Graduation,3594.4,10.28,19.0,49.78
Paula Hedbavny School,542.6,17.619999999999994,13.580000000000002,67.34
Pelham Academy of Academics and Community Engageme,333.0,19.74,12.2,83.22
Pelham Gardens Middle School,428.6,24.12,7.3,73.58
Pelham Lab High School,313.0,25.42,13.0,81.2
Pelham Preparatory Academy,490.6,20.86,2.8,72.8
Peninsula Preparatory Academy Charter School,325.4,13.46,5.34,84.18
Performing Arts and Technology High School,438.2,20.18,6.16,90.98
Pioneer Academy,969.2,19.62,37.28,97.58
Port Richmond High School,1609.4,26.340000000000003,6.339999999999999,70.06
Port Richmond School for Visionary Learning,103.5,17.8,5.1,79.45
Pre-K Center at Bishop Ford School Site,368.66666666666674,7.933333333333333,0.0,19.0
Preparatory Academy for Writers: A College Board S,569.8,15.8,1.34,72.76
Professional Pathways High School,181.6,15.68,2.8200000000000003,81.72
Professional Performing Arts High School,540.6,12.06,0.16,33.42
Professor Juan Bosch Public School,277.6,24.880000000000006,14.76,76.58
Providing Urban Learners Success In Education High,231.2,16.979999999999997,6.7799999999999985,85.32000000000002
Queens Academy High School,408.4,14.88,5.24,67.55999999999999
Queens Collegiate: A College Board School,660.4,15.32,8.48,85.25999999999998
Queens Explorers Elementary School,303.75,11.575,7.574999999999998,75.25
Queens Gateway to Health Sciences Secondary School,742.0,9.16,0.7,66.9
"Queens High School for Information, Research, and",402.6,16.939999999999998,22.76,75.14000000000001
Queens High School for Language Studies,279.6,5.74,32.120000000000005,86.33999999999997
Queens High School for the Sciences at York Colleg,442.8,0.12000000000000002,0.0,63.2
"Queens High School of Teaching, Liberal Arts and t",1119.0,20.14,1.9200000000000004,60.66
Queens Metropolitan High School,1078.4,15.739999999999998,2.96,60.32000000000001
Queens Preparatory Academy,467.4,14.720000000000002,4.840000000000002,73.58
Queens Satellite High School for Opportunity,212.2,12.36,2.4799999999999995,83.2
"Queens School of Inquiry, The",570.2,14.68,3.08,59.92
Queens Transition Center,382.4,97.72,19.82,65.52000000000001
Queens United Middle School,180.8,18.6,2.0,74.1
Queens Vocational and Technical High School,1546.4,14.68,5.1,83.56
Quest to Learn,586.6,30.84,2.6,50.64
Rachel Carson High School for Coastal Studies,573.0,18.96,11.84,55.84
Ralph A. Fabrizio School,1010.8,13.62,36.28,91.66
Ralph R. McKee Career and Technical Education High,692.0,27.42,3.86,69.12
Red Hook Neighborhood School,204.2,23.26,12.02,95.44
Redwood Middle School,232.75,24.1,2.825,76.45
Renaissance Charter High School for Innovation,450.0,35.58,9.88,81.22
Renaissance Charter School,561.2,16.040000000000006,6.380000000000001,53.72000000000001
Renaissance High School for Musical Theater & Tech,453.8,24.76,4.4,66.28
Renaissance School of the Arts,155.8,34.02,7.44,85.38
Repertory Company High School for Theatre Arts,243.4,14.039999999999996,1.72,74.04
Research and Service High School,230.0,29.5,2.8200000000000003,81.6
Restart Academy,458.6,33.6,10.2,77.84
Richard R. Green High School of Teaching,544.8,21.7,4.739999999999998,84.03999999999998
Richmond Hill High School,1968.8,15.62,22.44,81.75999999999998
River East Elementary,201.2,24.74,4.46,85.44
Riverdale / Kingsbridge Academy (Middle School / H,1425.4,19.68,6.5,53.25999999999999
Riverdale Avenue Community School,330.4,24.44,4.2799999999999985,93.64
Riverdale Avenue Middle School,100.6,28.54,8.02,90.1
Riverton Street Charter School,808.0,12.32,0.96,56.75999999999999
Robert E. Peary School,528.0,99.3,30.52,68.32000000000001
Robert F. Kennedy Community High School,718.4,17.9,11.42,80.16
"Robert F. Wagner, Jr. Secondary School for Arts an",632.8,13.18,4.8,79.26
Robert H. Goddard High School of Communication Art,607.8,16.56,3.2,76.5
Rochdale Early Advantage Charter School,274.4,15.420000000000002,0.12,72.72
Rockaway Collegiate High School,360.0,21.0,6.6400000000000015,70.1
Rockaway Park High School for Environmental Sustai,343.6,22.380000000000006,6.2,73.22
Ronald Edmonds Learning Center II,148.8,26.42,4.58,86.64
Rosalyn Yalow Charter School,277.6666666666667,14.566666666666668,17.7,93.23333333333332
Rose Hill Pre-K Center,246.66666666666663,4.766666666666667,0.13333333333333333,82.13333333333333
STEM Institute of Manhattan,113.8,36.24,15.419999999999998,92.06
Samara Community School,143.25,13.95,20.075,95.3
Satellite Academy High School,273.0,18.34,4.62,83.14
Satellite East Middle School,116.6,30.46,14.839999999999998,96.36
Scholars' Academy,1317.2,5.840000000000002,0.02,49.32000000000001
School for Cooperative Technical Education,651.0,3.6,6.966666666666666,40.43333333333333
School for Environmental Citizenship,578.0,17.68,30.68,99.26
School for Excellence,394.2,27.12,28.3,89.28000000000002
School for Global Leaders,256.4,33.739999999999995,11.28,72.38
"School for Human Rights, The",409.0,18.8,5.1,85.67999999999998
School for Tourism and Hospitality,263.2,21.96,17.98,91.02
School in the Square Public Charter School,156.0,16.75,14.4,85.4
"School of Math, Science, and Healthy Living",346.2,11.94,43.48,92.7
School of Performing Arts,320.4,30.22000000000001,19.34,91.20000000000002
School of Science & Technology,823.0,18.9,14.18,71.7
School of the Future Brooklyn,136.6,30.020000000000003,6.3,90.94
School of the Future High School,737.6,17.860000000000007,0.96,37.08
Schuylerville Preparatory High School,257.4,22.02,13.56,78.7
"Science Skills Center High School for Science, Tec",544.0,15.94,4.2200000000000015,80.5
Science and Technology Academy: A Mott Hall School,434.6,21.9,18.98,90.88
"Science, Technology and Research Early College Hig",534.8,7.7,0.4400000000000001,79.2
Secondary School for Journalism,245.8,20.14,12.419999999999998,81.22
Sheridan Academy for Young Leaders,571.8,22.12,22.059999999999995,92.6
Sisulu-Walker Charter School of Harlem,230.4,16.54,2.28,84.53999999999998
Sixth Avenue Elementary School,180.75,15.075,0.625,8.25
Soundview Academy for Culture and Scholarship,355.0,25.68,10.98,75.52
South Bronx Academy for Applied Media,322.2,28.8,11.9,86.62
South Bronx Charter School for International Cultu,422.0,6.88,32.739999999999995,82.24
South Bronx Classical Charter School,429.0,9.919999999999998,12.16,88.31999999999998
South Bronx Classical Charter School  IV,129.0,10.1,20.9,73.6
South Bronx Classical Charter School II,218.4,10.62,7.979999999999999,85.82000000000002
South Bronx Classical Charter School III,190.33333333333331,9.8,16.133333333333333,87.46666666666665
South Bronx Community Charter School,160.5,15.45,11.0,81.35
South Bronx Early College Academy Charter School,226.66666666666663,28.3,12.9,83.96666666666668
South Bronx Preparatory: A College Board School,653.6,24.880000000000006,6.88,96.38
South Brooklyn Community High School,182.2,24.78,3.4799999999999995,83.66
South Richmond High School I.S./P.S. 25,528.2,98.34,2.28,74.58
Space Shuttle Columbia School,757.2,26.62,6.44,51.74000000000001
Special Music School,265.4,11.84,0.92,17.5
Spring Creek Community School,317.0,23.02,2.22,88.00000000000001
Spruce Street School,456.4,14.9,2.38,10.82
St. HOPE Leadership Academy Charter School,295.4,21.8,8.819999999999997,91.06
Staten Island School of Civic Leadership,881.6,25.340000000000003,4.06,78.9
Staten Island Technical High School,1278.6,1.16,0.06000000000000001,36.8
Stephen T. Mather Building Arts & Craftsmanship Hi,266.4,28.5,8.18,82.42
Storefront Academy Charter School,118.33333333333331,14.1,16.833333333333332,87.26666666666667
Stuyvesant High School,3323.2,0.5399999999999999,0.04,45.08000000000001
Success Academy Charter School - Bed Stuy 3,144.0,19.6,3.25,63.35
Success Academy Charter School - Bed-Stuy 1,510.8,13.82,2.86,64.2
Success Academy Charter School - Bed-Stuy 2,320.6,16.48,2.9,65.06
Success Academy Charter School - Bensonhurst - New,322.75,12.7,15.825,43.15
Success Academy Charter School - Bergen Beach - Ne,300.75,13.325,0.525,46.225
Success Academy Charter School - Bronx 1,600.0,12.06,6.02,83.96000000000002
Success Academy Charter School - Bronx 2,632.0,13.0,7.139999999999999,72.34
Success Academy Charter School - Bronx 3,348.0,12.42,4.98,83.22
Success Academy Charter School - Bronx 4 - New Yor,344.5,14.400000000000002,5.025,77.94999999999997
Success Academy Charter School - Bushwick,191.5,17.4,15.45,68.9
Success Academy Charter School - Cobble Hill,380.4,11.66,3.96,38.66
Success Academy Charter School - Far Rockaway,212.5,18.700000000000006,0.8500000000000001,78.6
Success Academy Charter School - Flatbush,190.0,10.9,2.5,81.7
Success Academy Charter School - Harlem 1,1072.6,14.84,3.0,73.04
Success Academy Charter School - Harlem 2,767.2,15.220000000000002,3.66,78.89999999999998
Success Academy Charter School - Harlem 3,803.6,14.72,4.02,69.84
Success Academy Charter School - Harlem 4,602.4,17.1,4.98,74.52000000000002
Success Academy Charter School - Harlem 5,607.8,17.04,6.76,75.92
Success Academy Charter School - Harlem 6,149.0,10.1,2.0,78.5
Success Academy Charter School - Hudson Yards,112.0,11.6,6.3,51.8
Success Academy Charter School - Rosedale - New Yo,328.25,13.475,2.7,55.425
Success Academy Charter School - South Jamaica,195.5,15.6,0.85,59.65000000000001
Success Academy Charter School - Springfield Garde,309.5,12.725,1.55,72.125
Success Academy Charter School - Upper West,560.4,16.6,2.76,30.360000000000007
Success Academy Charter School - Washington Height,328.75,15.4,12.475,61.27500000000001
Success Academy Charter School - Williamsburg,405.8,14.68,8.16,68.53999999999999
Success Academy Crown Heights (Brooklyn 7),346.2,11.38,1.7,79.62
Success Academy Fort Greene (Brooklyn 5),275.6,14.1,4.4,67.32000000000001
Success Academy Hell's Kitchen (Manhattan 2),316.6,14.76,6.32,44.32
Success Academy Prospect Heights (Brooklyn 6),337.8,13.46,1.44,69.62
Success Academy Union Square (Manhattan 1),356.4,15.139999999999995,2.58,27.64
Summit Academy Charter School,321.6,18.52,4.6400000000000015,78.86
Sunset Park Avenues Elementary School,267.0,14.26,55.12000000000001,92.24
Sunset Park High School,1295.4,22.16,16.919999999999998,81.56000000000002
Sunset Park Prep,516.4,21.14,13.62,94.36
Susan E. Wagner High School,3359.4,20.7,2.54,56.35999999999999
THE JUDITH S. KAYE HIGH SCHOOL,75.0,38.7,5.3,84.0
Tag Young Scholars,557.6,5.080000000000001,0.04,46.14
Talent Unlimited High School,503.6,11.22,0.28,54.6
Teachers College Community School,242.0,11.84,2.5,45.94
Teachers Preparatory High School,355.4,26.28,3.7400000000000007,82.46000000000002
"Technology, Arts, and Sciences Studio",139.2,40.3,5.26,83.67999999999998
The 30th Avenue School (G&T Citywide),295.0,5.5,2.6,25.725
The 47 American Sign Language & English Lower Scho,198.2,53.52,10.5,66.25999999999999
The 51 Avenue Academy (The Path To Academic Excell,489.2,14.32,29.599999999999994,89.82
The Academy for Excellence through the Arts,204.6,11.32,0.8,19.74
The Academy of Talented Scholars,357.6,24.16,5.98,41.2
The Academy of Urban Planning and Engineering,242.0,25.32,28.32,96.26
The Active Learning Elementary School,447.4,10.4,55.84,79.52000000000002
The Alain L. Locke Magnet School for Environmental,142.6,33.58,10.66,96.0
The Anderson School,559.4,4.4,0.18,9.239999999999998
The Angelo Patri Middle School,532.6,28.04,35.64,85.84
The Barbara Esselborn School,760.0,22.520000000000003,3.8400000000000007,40.76000000000001
The Bellaire School,1001.2,14.66,11.2,51.72000000000001
The Bilingual Bicultural School,350.0,21.24,35.62,95.94
